action_type,combined_shot_type,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,4,4,0,2002-03,15,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2003-04-16,LAL @ GSW,GSW
Running Jump Shot,Jump Shot,2,4,0,2002-03,30,10,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2003-04-16,LAL @ GSW,GSW
Fadeaway Jump Shot,Jump Shot,8,1,0,2003-04,37,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,6,1,0,2003-04,33,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,4,1,0,2003-04,31,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,11,2,0,2003-04,23,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,9,2,0,2003-04,5,13,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,11,3,0,2003-04,20,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,10,3,0,2003-04,16,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,9,3,0,2003-04,48,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,11,4,0,2003-04,40,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,11,4,0,2003-04,2,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,9,4,0,2003-04,27,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,7,4,0,2003-04,46,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-01,LAL @ PHX,PHX
Jump Shot,Jump Shot,10,1,0,2003-04,22,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-02,LAL vs. GSW,GSW
Layup Shot,Layup,7,1,0,2003-04,38,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Jump Shot,Jump Shot,5,1,0,2003-04,29,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-02,LAL vs. GSW,GSW
Jump Shot,Jump Shot,6,2,0,2003-04,12,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Jump Shot,Jump Shot,0,2,0,2003-04,33,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-02,LAL vs. GSW,GSW
Driving Layup Shot,Layup,10,3,0,2003-04,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Layup Shot,Layup,9,3,0,2003-04,31,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Slam Dunk Shot,Dunk,9,3,0,2003-04,25,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Layup Shot,Layup,8,3,0,2003-04,5,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Jump Shot,Jump Shot,5,3,0,2003-04,30,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-02,LAL vs. GSW,GSW
Driving Finger Roll Shot,Layup,4,3,0,2003-04,51,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Driving Layup Shot,Layup,4,3,0,2003-04,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-02,LAL vs. GSW,GSW
Jump Shot,Jump Shot,10,1,0,2003-04,46,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-04,LAL @ MIL,MIL
Jump Hook Shot,Jump Shot,7,1,0,2003-04,11,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,5,1,0,2003-04,40,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,8,2,0,2003-04,20,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,6,2,0,2003-04,12,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,4,2,0,2003-04,11,24,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,2,2,0,2003-04,12,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,1,2,0,2003-04,52,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,10,3,0,2003-04,44,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Tip Shot,Tip Shot,8,3,0,2003-04,13,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,2,3,0,2003-04,50,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,2,3,0,2003-04,15,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,1,3,0,2003-04,35,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,11,4,0,2003-04,48,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,11,4,0,2003-04,9,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,9,4,0,2003-04,5,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,8,4,0,2003-04,33,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,4,4,0,2003-04,32,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,3,4,0,2003-04,34,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,3,4,0,2003-04,8,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,1,4,0,2003-04,30,27,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-04,LAL @ MIL,MIL
Jump Shot,Jump Shot,0,4,0,2003-04,30,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-04,LAL @ MIL,MIL
Layup Shot,Layup,11,1,0,2003-04,13,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,10,1,0,2003-04,35,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Layup Shot,Layup,4,1,0,2003-04,44,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,3,1,0,2003-04,49,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-06,LAL @ SAS,SAS
Reverse Layup Shot,Layup,11,2,0,2003-04,4,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,6,2,0,2003-04,47,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,6,2,0,2003-04,23,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Layup Shot,Layup,5,2,0,2003-04,22,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,11,3,0,2003-04,26,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2003-11-06,LAL @ SAS,SAS
Layup Shot,Layup,9,3,0,2003-04,28,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,5,3,0,2003-04,27,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2003-11-06,LAL @ SAS,SAS
Alley Oop Layup shot,Layup,5,3,0,2003-04,11,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,11,4,0,2003-04,43,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,11,4,0,2003-04,8,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-06,LAL @ SAS,SAS
Slam Dunk Shot,Dunk,9,4,0,2003-04,56,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,9,4,0,2003-04,10,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,4,4,0,2003-04,36,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,3,4,0,2003-04,57,21,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Layup Shot,Layup,2,4,0,2003-04,45,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,4,0,2003-04,23,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,3,5,0,2003-04,55,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-06,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,1,5,0,2003-04,40,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,1,5,0,2003-04,24,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,5,0,2003-04,1,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-06,LAL @ SAS,SAS
Layup Shot,Layup,4,6,0,2003-04,38,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Alley Oop Dunk Shot,Dunk,3,6,0,2003-04,58,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Turnaround Jump Shot,Jump Shot,0,6,0,2003-04,38,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-06,LAL @ SAS,SAS
Driving Layup Shot,Layup,0,6,0,2003-04,25,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,6,0,2003-04,18,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-06,LAL @ SAS,SAS
Reverse Layup Shot,Layup,10,1,0,2003-04,42,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,8,1,0,2003-04,54,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-07,LAL @ NOH,NOH
Layup Shot,Layup,4,1,0,2003-04,57,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-07,LAL @ NOH,NOH
Dunk Shot,Dunk,4,1,0,2003-04,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,3,1,0,2003-04,27,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,1,1,0,2003-04,24,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-07,LAL @ NOH,NOH
Layup Shot,Layup,1,1,0,2003-04,0,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,5,2,0,2003-04,10,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,11,3,0,2003-04,7,20,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,8,3,0,2003-04,8,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,2,3,0,2003-04,17,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,1,3,0,2003-04,42,11,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,5,4,0,2003-04,27,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,3,4,0,2003-04,39,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2003-11-07,LAL @ NOH,NOH
Jump Shot,Jump Shot,11,1,0,2003-04,5,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Jump Shot,Jump Shot,9,1,0,2003-04,51,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2003-11-10,LAL @ MEM,MEM
Layup Shot,Layup,5,1,0,2003-04,56,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Running Jump Shot,Jump Shot,9,2,0,2003-04,19,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Driving Dunk Shot,Dunk,7,2,0,2003-04,8,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Jump Shot,Jump Shot,6,2,0,2003-04,32,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-10,LAL @ MEM,MEM
Turnaround Jump Shot,Jump Shot,3,2,0,2003-04,3,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-10,LAL @ MEM,MEM
Driving Layup Shot,Layup,8,4,0,2003-04,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Jump Shot,Jump Shot,8,4,0,2003-04,10,22,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-10,LAL @ MEM,MEM
Driving Layup Shot,Layup,6,4,0,2003-04,38,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Layup Shot,Layup,5,4,0,2003-04,6,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Fadeaway Jump Shot,Jump Shot,4,4,0,2003-04,59,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-10,LAL @ MEM,MEM
Turnaround Jump Shot,Jump Shot,3,4,0,2003-04,35,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-10,LAL @ MEM,MEM
Jump Shot,Jump Shot,3,4,0,2003-04,0,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-10,LAL @ MEM,MEM
Jump Shot,Jump Shot,1,4,0,2003-04,44,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-10,LAL @ MEM,MEM
Layup Shot,Layup,10,1,0,2003-04,50,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-12,LAL vs. TOR,TOR
Layup Shot,Layup,8,1,0,2003-04,57,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-12,LAL vs. TOR,TOR
Turnaround Jump Shot,Jump Shot,6,1,0,2003-04,3,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-12,LAL vs. TOR,TOR
Jump Shot,Jump Shot,5,1,0,2003-04,30,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-12,LAL vs. TOR,TOR
Fadeaway Jump Shot,Jump Shot,4,2,0,2003-04,56,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2003-11-12,LAL vs. TOR,TOR
Layup Shot,Layup,6,3,0,2003-04,46,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-12,LAL vs. TOR,TOR
Jump Shot,Jump Shot,5,3,0,2003-04,6,27,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-12,LAL vs. TOR,TOR
Running Jump Shot,Jump Shot,4,3,0,2003-04,31,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-12,LAL vs. TOR,TOR
Jump Shot,Jump Shot,11,4,0,2003-04,41,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-12,LAL vs. TOR,TOR
Jump Shot,Jump Shot,10,4,0,2003-04,51,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2003-11-12,LAL vs. TOR,TOR
Layup Shot,Layup,8,4,0,2003-04,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-12,LAL vs. TOR,TOR
Dunk Shot,Dunk,11,1,0,2003-04,46,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-14,LAL vs. DET,DET
Slam Dunk Shot,Dunk,9,1,0,2003-04,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-14,LAL vs. DET,DET
Driving Finger Roll Shot,Layup,6,1,0,2003-04,44,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-14,LAL vs. DET,DET
Driving Layup Shot,Layup,6,1,0,2003-04,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-14,LAL vs. DET,DET
Reverse Layup Shot,Layup,0,2,0,2003-04,30,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-14,LAL vs. DET,DET
Jump Shot,Jump Shot,10,3,0,2003-04,45,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2003-11-14,LAL vs. DET,DET
Jump Shot,Jump Shot,8,3,0,2003-04,5,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2003-11-14,LAL vs. DET,DET
Running Jump Shot,Jump Shot,8,4,0,2003-04,39,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2003-11-14,LAL vs. DET,DET
Fadeaway Jump Shot,Jump Shot,5,4,0,2003-04,29,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2003-11-14,LAL vs. DET,DET
Jump Shot,Jump Shot,4,4,0,2003-04,49,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-14,LAL vs. DET,DET
Jump Shot,Jump Shot,0,4,0,2003-04,57,14,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2003-11-14,LAL vs. DET,DET
Jump Shot,Jump Shot,11,1,0,2003-04,11,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,11,2,0,2003-04,24,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,9,2,0,2003-04,22,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,9,3,0,2003-04,0,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,4,3,0,2003-04,5,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,11,4,0,2003-04,33,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2003-11-16,LAL vs. MIA,MIA
Turnaround Jump Shot,Jump Shot,11,4,0,2003-04,15,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-16,LAL vs. MIA,MIA
Fadeaway Jump Shot,Jump Shot,9,4,0,2003-04,12,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,4,4,0,2003-04,55,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2003-11-16,LAL vs. MIA,MIA
Jump Shot,Jump Shot,3,4,0,2003-04,14,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-16,LAL vs. MIA,MIA
Layup Shot,Layup,5,1,0,2003-04,37,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,3,1,0,2003-04,34,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2003-11-18,LAL @ DET,DET
Turnaround Jump Shot,Jump Shot,2,1,0,2003-04,24,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,7,2,0,2003-04,49,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,3,2,0,2003-04,12,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,0,2,0,2003-04,47,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,11,3,0,2003-04,44,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-18,LAL @ DET,DET
Layup Shot,Layup,11,3,0,2003-04,38,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-18,LAL @ DET,DET
Layup Shot,Layup,9,3,0,2003-04,37,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-18,LAL @ DET,DET
Driving Layup Shot,Layup,7,3,0,2003-04,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,3,3,0,2003-04,35,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,9,4,0,2003-04,48,11,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-18,LAL @ DET,DET
Jump Shot,Jump Shot,7,4,0,2003-04,46,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2003-11-18,LAL @ DET,DET
Running Jump Shot,Jump Shot,6,4,0,2003-04,24,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-18,LAL @ DET,DET
Fadeaway Jump Shot,Jump Shot,11,1,0,2003-04,3,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-19,LAL @ NYK,NYK
Driving Layup Shot,Layup,9,1,0,2003-04,49,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-19,LAL @ NYK,NYK
Jump Shot,Jump Shot,7,1,0,2003-04,29,13,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2003-11-19,LAL @ NYK,NYK
Jump Shot,Jump Shot,7,1,0,2003-04,3,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-19,LAL @ NYK,NYK
Layup Shot,Layup,6,1,0,2003-04,22,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-19,LAL @ NYK,NYK
Layup Shot,Layup,5,1,0,2003-04,24,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-19,LAL @ NYK,NYK
Layup Shot,Layup,5,1,0,2003-04,16,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-19,LAL @ NYK,NYK
Layup Shot,Layup,2,1,0,2003-04,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2003-11-19,LAL @ NYK,NYK
Turnaround Jump Shot,Jump Shot,10,2,0,2003-04,26,9,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2003-11-19,LAL @ NYK,NYK
Jump Shot,Jump Shot,8,2,0,2003-04,49,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2003-11-19,LAL @ NYK,NYK
Jump Shot,Jump Shot,6,2,0,2003-04,38,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-11-19,LAL @ NYK,NYK
